Identifiable,Contected,HasIMG,HasDESC,Month,Item,Place_Item_founded,Item_condition
0,0,1,0,12,12,1,1
0,0,1,0,12,8,1,1
0,1,1,0,12,0,1,1
0,0,1,1,12,13,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,11,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,11,1,1
0,0,1,1,12,4,1,1
1,0,1,1,12,0,1,1
0,0,1,1,12,0,1,1
0,1,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,13,1,1
1,0,1,0,12,14,1,1
1,0,1,0,12,12,1,1
1,1,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,13,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,7,1,1
0,0,1,1,12,4,1,1
1,0,1,0,12,14,1,1
0,0,1,1,12,0,1,1
1,0,1,1,12,14,1,1
0,0,1,0,12,7,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
1,0,1,1,12,0,1,1
1,0,1,0,12,12,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,4,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,4,1,1
1,0,1,1,12,14,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,11,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,1,12,0,1,1
0,0,1,1,12,13,1,1
0,1,1,1,12,4,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,2,1,1
0,0,1,1,12,2,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,8,1,1
0,0,1,0,12,7,1,1
0,0,1,1,12,4,1,1
1,0,1,1,12,4,1,1
0,1,1,1,12,16,1,1
0,0,1,1,12,2,1,1
1,0,1,1,12,14,1,1
1,0,1,1,12,0,1,1
0,0,1,1,12,0,1,1
1,0,1,1,12,0,1,1
0,0,1,1,12,0,1,1
1,0,1,1,12,12,1,1
0,0,1,1,12,0,1,1
1,0,1,0,12,14,1,1
1,0,1,0,12,12,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,4,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,8,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,0,1,1
1,0,0,0,12,1,2,1
0,0,1,1,12,4,1,1
0,0,1,1,12,4,1,1
1,0,1,1,12,14,1,1
0,0,1,1,12,2,1,1
0,0,1,0,12,11,1,1
0,0,1,0,12,10,1,1
0,0,1,1,12,2,1,1
0,0,1,1,12,11,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,11,1,1
0,0,1,0,12,10,1,1
1,0,1,0,12,14,1,1
0,1,1,0,12,16,1,1
0,1,1,0,12,0,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,4,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,10,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,7,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,2,1,1
1,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,4,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,0,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,10,2,1
0,0,1,1,12,0,1,1
0,0,1,1,12,0,1,1
0,1,1,0,12,16,1,1
0,1,1,0,12,0,1,1
0,0,1,1,12,0,1,1
1,1,1,1,12,0,1,1
0,1,1,0,12,0,1,1
1,0,1,0,12,12,1,1
0,1,1,0,12,16,1,1
1,0,1,0,12,14,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,0,0,12,7,0,1
0,0,0,0,12,0,0,0
0,0,0,0,12,16,0,0
0,0,1,0,12,4,1,1
0,0,1,1,12,13,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
1,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,16,1,1
1,0,1,0,12,14,1,1
1,0,1,0,12,6,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,9,1,1
0,0,1,0,12,10,1,1
1,0,1,1,12,14,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,16,1,1
0,1,1,0,12,2,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,11,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,15,1,1
0,1,1,1,12,0,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,3,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,10,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,7,1,1
0,1,1,1,12,2,1,1
0,0,1,0,12,11,1,1
1,0,1,0,12,1,1,1
0,0,1,0,12,10,1,1
0,0,1,1,12,0,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,1,12,2,1,1
0,0,1,1,12,12,1,1
0,1,1,1,12,0,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,10,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,0,1,1
0,1,1,1,12,3,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,4,1,1
0,1,1,1,12,0,1,1
0,0,1,1,12,0,1,1
0,0,1,1,12,12,1,1
0,0,1,1,12,16,1,1
1,0,1,0,12,12,2,0
0,1,1,0,12,10,1,1
0,0,1,0,12,7,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,13,1,1
0,0,1,0,12,4,1,1
1,0,1,1,12,12,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,11,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,11,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,16,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,16,1,1
0,0,1,1,12,8,1,1
1,0,1,1,12,16,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,2,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,10,1,1
0,0,1,1,12,11,1,1
0,0,1,1,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,0,1,1
0,1,1,0,12,16,1,1
0,0,1,1,12,2,1,1
0,0,1,0,12,2,1,1
0,1,1,1,12,11,1,1
1,0,1,1,12,12,1,1
0,0,1,1,12,10,1,1
1,0,1,0,12,12,1,1
0,0,1,0,12,3,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
1,1,1,0,12,12,1,1
0,0,1,1,12,15,1,1
0,0,1,1,12,0,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,2,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,7,1,1
0,0,1,0,12,12,1,1
0,0,1,1,12,11,1,1
0,0,1,1,12,3,1,1
0,0,1,1,12,7,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
1,0,1,0,12,14,1,1
0,1,1,0,12,0,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,1,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,9,1,1
1,0,1,0,12,14,1,1
1,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,11,1,1
0,0,1,0,12,0,1,1
1,1,1,0,12,12,1,1
0,0,1,0,12,8,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,4,1,1
1,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
1,0,1,1,12,12,1,1
1,0,1,0,12,12,1,1
0,0,1,1,12,2,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,16,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,7,1,1
0,0,1,0,12,3,1,1
1,0,1,0,12,12,1,1
0,0,1,1,12,4,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,2,1,1
0,0,1,1,12,5,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,0,1,1
0,0,1,1,12,3,1,1
0,0,1,1,12,16,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,16,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,5,1,1
0,0,1,0,12,16,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,0,1,1
1,0,1,0,12,0,1,1
0,0,1,1,12,10,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,0,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,16,1,1
0,0,1,1,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,2,1,1
0,0,1,1,12,0,1,1
1,0,1,1,12,12,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,2,1,1
1,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,7,1,1
0,0,1,1,12,10,1,1
0,0,1,0,12,0,1,1
0,0,1,1,12,12,1,1
0,0,1,1,12,2,1,1
0,0,1,0,12,10,1,1
0,0,1,1,12,5,1,1
0,0,1,1,12,1,1,1
1,0,1,1,12,12,1,1
0,0,1,0,12,9,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,16,1,1
0,1,1,1,12,0,1,1
0,0,1,1,12,11,1,1
0,0,1,0,12,16,1,1
0,0,1,1,12,10,1,1
1,0,1,1,12,12,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,2,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,3,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,9,1,1
0,0,1,0,12,12,1,1
0,1,1,0,12,10,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,16,1,1
0,0,1,0,12,9,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,0,1,1
1,0,1,0,12,12,1,1
1,0,1,0,12,14,1,1
0,1,1,0,12,0,1,1
0,1,1,0,12,0,1,1
0,0,1,0,12,9,1,1
0,0,1,0,12,9,1,1
1,0,1,0,12,14,1,1
0,0,1,1,12,0,1,1
1,0,1,0,12,14,1,1
0,0,1,1,12,10,1,1
1,0,1,1,12,12,1,1
0,0,1,1,12,0,1,1
0,0,1,1,12,4,1,1
0,0,1,1,12,16,1,1
0,0,1,1,12,2,1,1
1,0,1,0,12,14,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,10,1,1
1,1,1,0,12,12,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,11,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,4,1,1
1,1,1,0,12,14,1,1
0,0,1,0,12,12,1,1
1,1,1,0,12,12,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,5,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,0,1,1
1,0,1,1,12,12,1,1
0,0,1,0,12,0,1,1
0,1,1,0,12,4,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,4,1,1
0,0,1,0,12,2,1,1
0,1,1,0,12,16,1,1
0,0,1,0,12,2,1,1
1,1,1,0,12,12,1,1
0,0,1,0,12,5,1,1
0,1,1,0,12,10,1,1
0,0,1,0,12,2,1,1
0,0,1,0,12,4,1,1
1,0,1,0,12,14,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,10,1,1
0,0,1,0,12,16,1,1
0,0,1,0,12,12,1,1
0,0,1,0,12,12,2,1
0,0,0,0,12,8,2,1
1,0,1,0,12,14,1,1
0,0,1,1,12,0,1,1
0,0,1,0,12,13,1,1
0,0,1,0,12,0,1,1
0,0,1,0,12,12,1,1
0,0,0,0,12,2,0,0
0,0,1,0,12,0,2,1
0,0,1,0,12,7,2,1
0,0,0,0,12,0,0,1
0,0,1,0,12,16,2,1
0,0,0,0,12,7,2,1
1,0,0,0,12,16,0,1
0,0,1,0,12,0,2,1
0,0,0,0,12,16,2,1
0,0,1,0,12,16,2,1
0,0,0,0,12,0,0,1
0,0,1,0,12,16,2,1
0,0,0,0,12,12,2,1
0,0,1,0,12,11,2,1
0,0,1,0,12,8,2,1
0,0,0,0,12,16,2,2
1,0,0,0,12,14,0,1
0,0,0,0,12,9,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,10,2,1
0,0,0,0,12,7,0,1
1,0,0,0,12,12,0,0
0,0,0,0,12,7,0,0
0,0,1,0,12,10,2,1
0,0,0,0,12,12,0,1
1,0,0,0,12,0,2,1
0,0,0,0,12,12,0,1
0,0,0,0,12,12,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,16,0,1
0,0,1,0,12,16,2,1
0,0,0,0,12,2,0,1
0,0,0,0,12,2,0,1
0,0,0,0,12,2,0,1
0,0,0,0,12,10,0,1
1,0,0,0,12,14,0,1
0,0,1,0,12,12,2,2
0,0,1,0,12,11,2,1
0,0,1,0,12,7,2,1
0,0,0,0,12,7,0,0
1,0,1,0,12,12,2,1
0,0,0,0,12,10,0,0
0,0,1,0,12,10,2,1
0,0,1,0,12,0,2,1
1,0,0,0,12,14,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,2,0,1
0,0,0,0,12,2,0,1
0,0,0,0,12,16,0,1
0,0,1,0,12,16,2,1
0,0,1,0,12,16,2,1
0,0,0,0,12,2,0,1
0,0,1,0,12,16,2,1
0,0,1,0,12,16,2,1
0,0,0,0,12,7,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,12,0,1
0,0,0,0,12,0,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,12,0,1
1,0,0,0,12,16,0,1
0,0,1,0,12,12,2,1
0,0,1,0,12,16,2,1
0,0,1,0,12,16,2,1
1,0,0,0,12,12,0,0
0,0,1,0,12,4,2,1
0,0,0,0,12,4,0,1
1,0,1,0,12,14,2,1
0,0,0,0,12,7,0,1
0,0,1,0,12,0,2,1
0,0,0,0,12,2,0,1
0,0,0,0,12,16,2,1
0,0,1,0,12,0,2,1
0,0,0,0,12,2,0,1
0,0,0,0,12,2,0,1
1,0,1,0,12,14,2,1
0,0,0,0,12,10,0,1
0,0,1,0,12,16,2,1
0,0,0,0,12,7,0,1
0,0,1,0,12,7,2,1
0,0,1,0,12,12,2,0
0,0,1,0,12,2,2,1
1,0,0,0,12,16,0,1
0,0,1,0,12,4,2,1
1,0,0,0,12,14,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,7,0,1
1,0,0,0,12,14,0,1
0,0,0,0,12,16,0,0
0,0,0,0,12,7,0,1
0,0,0,0,12,1,0,1
0,0,0,0,12,10,0,1
0,0,1,0,12,12,2,1
0,0,0,0,12,7,0,0
0,0,0,0,12,12,0,1
0,0,1,0,12,16,2,1
0,0,0,0,12,16,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,0,2,1
0,0,1,0,12,15,2,1
0,0,1,0,12,16,2,1
0,0,1,0,12,0,2,1
1,0,1,0,12,12,0,0
1,0,0,0,12,6,2,1
0,0,0,0,12,7,0,1
0,0,0,0,12,11,0,1
0,0,0,0,12,13,0,1
0,0,0,0,12,7,0,1
1,0,0,0,12,14,2,1
0,0,0,0,12,10,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,7,2,1
0,0,0,0,12,4,0,1
0,0,1,0,12,16,2,2
0,0,0,0,12,10,0,1
0,0,1,0,12,10,2,1
0,0,0,0,12,8,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,2,0,1
0,0,1,0,12,16,2,2
1,0,0,0,12,14,0,0
0,0,0,0,12,4,0,1
0,0,0,0,12,12,0,1
1,0,1,0,12,12,2,1
0,0,1,0,12,0,2,1
1,0,0,0,12,14,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,12,0,1
0,0,1,0,12,12,2,1
0,0,0,0,12,7,2,1
0,0,0,0,12,12,0,1
0,0,1,0,12,4,2,1
1,0,0,0,12,14,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,16,2,2
0,0,1,0,12,0,2,1
0,0,0,0,12,12,0,1
1,0,0,0,12,14,0,1
0,0,1,0,12,7,2,1
1,0,0,0,12,6,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,16,2,1
0,0,1,0,12,12,2,0
0,0,1,0,12,5,2,1
0,0,0,0,12,15,0,0
1,0,0,0,12,14,0,1
1,0,0,0,12,14,0,0
0,0,1,0,12,16,2,1
0,0,1,0,12,7,2,1
0,0,1,0,12,9,2,1
0,0,0,0,12,0,0,1
0,0,0,0,12,16,0,1
0,0,0,0,12,12,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,0,2,1
0,0,1,0,12,11,2,1
1,0,0,0,12,14,0,0
0,0,0,0,12,8,0,1
0,0,0,0,12,0,0,1
0,0,1,0,12,16,2,2
1,0,0,0,12,16,0,1
1,0,0,0,12,16,0,1
1,0,0,0,12,14,0,1
0,0,1,0,12,12,2,1
0,0,1,0,12,16,2,1
1,0,1,0,12,12,2,1
1,0,1,0,12,12,2,1
1,0,0,0,12,14,0,1
0,0,1,0,12,16,2,2
0,0,1,0,12,16,2,1
1,0,1,0,12,12,2,2
0,0,0,0,12,4,2,1
0,0,1,0,12,12,2,1
0,0,0,0,12,0,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,16,2,2
1,0,1,0,12,14,2,1
1,0,1,0,12,0,2,1
0,0,1,0,12,10,2,1
0,0,0,0,12,2,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,4,0,1
0,0,1,0,12,0,2,1
1,0,1,0,12,12,2,1
0,0,1,0,12,0,2,1
0,0,1,0,12,11,2,0
1,0,0,0,12,14,0,1
0,0,0,0,12,12,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,7,0,1
1,0,0,0,12,14,0,1
1,0,0,0,12,14,0,1
0,0,1,0,12,0,2,1
1,0,0,0,12,14,0,1
0,0,0,0,12,13,0,1
0,0,0,0,12,12,0,1
0,0,0,0,12,12,2,1
0,0,0,0,12,10,0,0
0,0,0,0,12,11,0,1
1,0,0,0,12,14,0,1
0,0,0,0,12,2,0,1
0,0,1,0,12,16,2,1
1,0,1,0,12,12,2,1
0,0,1,0,12,12,2,1
0,0,1,0,12,0,2,1
1,0,0,0,12,14,0,0
0,0,0,0,12,10,0,1
0,0,0,0,12,7,0,1
0,0,0,0,12,11,0,1
0,0,0,0,12,8,0,1
1,0,0,0,12,14,0,1
0,0,1,0,12,0,2,1
1,0,0,0,12,14,0,1
1,0,1,0,12,12,2,1
1,0,1,0,12,12,0,0
1,0,1,0,12,12,2,0
1,0,1,0,12,0,2,1
0,0,0,0,12,12,0,1
0,0,0,0,12,10,0,1
0,0,0,0,12,8,0,1
0,0,0,0,12,13,0,1
0,0,0,0,12,10,0,1
1,0,0,0,12,14,0,1
1,0,0,0,12,6,0,1
0,0,0,0,12,10,0,1
1,0,0,0,12,12,0,0
0,0,0,0,12,7,0,0
0,0,1,0,12,12,2,2
0,0,0,0,12,7,0,1
0,0,0,0,12,7,0,1
0,0,1,0,12,16,2,0
0,0,0,0,12,4,2,1
1,0,0,0,12,14,0,1
1,0,0,0,12,14,0,1
0,0,0,0,12,5,0,1
0,0,1,0,12,16,2,0
0,0,0,0,12,10,0,1
0,0,0,0,11,1,0,0
1,0,1,0,11,12,0,0
0,0,0,0,11,7,0,1
0,0,1,0,11,16,2,2
0,0,0,0,11,10,0,1
1,0,0,0,11,14,2,1
0,0,0,0,11,2,0,1
0,0,0,0,11,10,0,1
0,0,0,0,11,10,2,1
0,0,0,0,11,8,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,16,2,0
0,0,0,0,11,12,0,1
0,0,1,0,11,8,2,1
0,0,0,0,11,16,2,2
0,0,1,0,11,10,2,1
0,0,0,0,11,12,0,0
0,0,0,0,11,10,0,1
0,0,0,0,11,7,0,1
0,0,0,0,11,4,0,1
0,0,0,0,11,3,2,1
0,0,0,0,11,0,2,1
1,0,0,0,11,14,0,0
0,0,1,0,11,0,2,1
0,0,0,0,11,4,0,1
0,0,0,0,11,15,2,1
1,0,0,0,11,14,2,1
1,0,1,0,11,12,2,1
0,0,1,0,11,16,2,1
0,0,1,0,11,15,2,0
0,0,1,0,11,16,2,1
1,0,1,0,11,14,2,0
0,0,1,0,11,11,2,1
0,0,1,0,11,12,2,0
0,0,1,0,11,11,2,1
0,0,1,0,11,12,2,1
0,0,0,0,11,16,0,1
0,0,0,0,11,10,0,1
0,0,0,0,11,7,0,0
1,0,0,0,11,14,2,1
0,0,0,0,11,2,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,12,0,1
0,0,0,0,11,7,0,1
0,0,1,0,11,16,2,1
0,0,0,0,11,0,0,1
1,0,0,0,11,14,2,1
1,0,0,0,11,14,0,1
0,0,1,0,11,16,2,1
0,0,1,0,11,16,2,1
0,0,0,0,11,2,0,1
0,0,0,0,11,0,0,1
0,0,0,0,11,10,0,1
0,0,0,0,11,2,0,1
0,0,0,0,11,11,0,0
0,0,1,0,11,12,2,1
0,0,1,0,11,0,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,10,0,1
0,0,1,0,11,4,2,0
0,0,0,0,11,0,0,1
0,0,0,0,11,0,0,1
1,0,1,0,11,12,2,1
0,0,1,0,11,16,2,1
0,0,0,0,11,4,2,1
0,0,0,0,11,16,0,1
0,0,1,0,11,12,2,1
0,0,1,0,11,16,2,0
0,0,1,0,11,0,2,1
0,0,0,0,11,2,0,1
0,0,0,0,11,7,0,1
0,0,0,0,11,12,0,1
0,0,0,0,11,4,0,1
0,0,0,0,11,2,0,1
0,0,1,0,11,12,2,1
0,0,0,0,11,5,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,0,0,1
0,0,0,0,11,12,0,1
0,0,1,0,11,16,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,10,2,1
1,0,0,0,11,14,0,1
0,0,1,0,11,0,2,1
1,0,1,0,11,12,2,0
0,0,0,0,11,0,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,12,0,1
1,0,0,0,11,16,0,1
1,0,1,0,11,12,2,1
1,0,0,0,11,14,0,1
0,0,1,0,11,16,0,2
0,0,1,0,11,10,2,1
0,0,1,0,11,12,2,1
0,0,1,0,11,10,2,1
0,0,0,0,11,2,0,1
0,0,0,0,11,12,0,1
0,0,1,0,11,10,2,1
0,0,1,0,11,16,2,1
1,0,0,0,11,14,2,0
0,0,1,0,11,0,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,4,0,1
0,0,0,0,11,16,2,1
0,0,1,0,11,16,2,1
0,0,1,0,11,0,2,1
0,0,1,0,11,16,2,1
0,0,0,0,11,2,0,1
1,0,1,0,11,14,2,1
1,0,1,0,11,14,2,1
1,0,0,0,11,14,2,1
0,0,0,0,11,12,0,1
0,0,0,0,11,0,0,1
0,0,1,0,11,10,2,1
0,0,0,0,11,10,0,1
0,0,0,0,11,12,0,1
0,0,0,0,11,10,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,2,0,1
1,0,0,0,11,6,2,1
0,0,1,0,11,16,2,1
1,0,1,0,11,12,2,1
0,0,0,0,11,13,2,1
1,0,1,0,11,12,2,0
0,0,0,0,11,0,0,1
0,0,0,0,11,10,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,0,0,1
0,0,0,0,11,7,0,1
1,0,1,0,11,4,2,1
0,0,0,0,11,10,0,1
0,0,0,0,11,12,0,1
0,0,1,0,11,7,2,0
0,0,1,0,11,2,2,1
0,0,0,0,11,0,0,1
0,0,0,0,11,10,0,1
0,0,1,0,11,10,2,0
1,0,1,0,11,12,2,1
1,0,1,0,11,14,2,1
0,0,0,0,11,5,0,1
0,0,1,0,11,16,2,2
0,0,1,0,11,7,2,0
1,0,0,0,11,6,0,0
0,0,0,0,11,7,2,1
0,0,0,0,11,10,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,1,0,1
0,0,0,0,11,2,0,1
0,0,0,0,11,16,2,2
1,0,0,0,11,6,0,1
1,0,0,0,11,14,0,1
0,0,1,0,11,16,2,2
0,0,0,0,11,4,2,1
1,0,0,0,11,16,0,1
0,0,0,0,11,12,0,1
0,0,1,0,11,16,2,1
0,0,0,0,11,10,0,1
0,0,0,0,11,12,0,1
0,0,1,0,11,16,2,1
0,0,1,0,11,10,2,1
0,0,1,0,11,10,2,1
0,0,1,0,11,12,2,1
0,0,0,0,11,0,0,1
0,0,0,0,11,0,0,1
1,0,0,0,11,14,0,1
0,0,1,0,11,0,2,2
0,0,1,0,11,8,2,1
0,0,1,0,11,8,2,1
0,0,1,0,11,8,2,1
0,0,0,0,11,10,0,1
0,0,0,0,11,5,2,1
0,0,0,0,11,12,0,1
1,0,0,0,11,14,0,1
1,0,0,0,11,14,0,1
1,0,0,0,11,14,0,1
0,0,0,0,11,2,0,1
0,0,1,0,11,0,2,1
1,0,1,0,11,12,2,1
0,0,1,0,11,16,0,2
0,0,0,0,11,4,0,1
0,0,0,0,11,0,0,1
